ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-10-06,524209.05479664396,50525.77763828215,942837.37184035,524209.05479664396,524209.05479664396,-15568.900185645147,-15568.900185645147,-15568.900185645147,-15568.900185645147,-15568.900185645147,-15568.900185645147,0.0,0.0,0.0,508640.1546109988
2014-10-07,523980.04289960634,76726.05764924419,954276.8123819184,523980.04289960634,523980.04289960634,-878.1984087758779,-878.1984087758779,-878.1984087758779,-878.1984087758779,-878.1984087758779,-878.1984087758779,0.0,0.0,0.0,523101.84449083044
2014-10-08,523753.1341720647,68421.52162597654,925989.9020747605,523753.1341720647,523753.1341720647,-17854.2149313639,-17854.2149313639,-17854.2149313639,-17854.2149313639,-17854.2149313639,-17854.2149313639,0.0,0.0,0.0,505898.91924070084
2014-10-09,523526.2254445231,123049.5093146432,946273.7300411554,523526.2254445231,523526.2254445231,-17840.903999662496,-17840.903999662496,-17840.903999662496,-17840.903999662496,-17840.903999662496,-17840.903999662496,0.0,0.0,0.0,505685.3214448606
2014-10-10,523299.3167169815,87468.46706902889,951636.7710305637,523299.3167169815,523299.3167169815,-5766.902210033522,-5766.902210033522,-5766.902210033522,-5766.902210033522,-5766.902210033522,-5766.902210033522,0.0,0.0,0.0,517532.41450694803
2014-10-13,522618.5905343568,81365.25332646628,925707.8664343823,522618.5905343568,522618.5905343568,-15568.900185252916,-15568.900185252916,-15568.900185252916,-15568.900185252916,-15568.900185252916,-15568.900185252916,0.0,0.0,0.0,507049.6903491039
2014-10-14,522391.68180681515,98994.96189169194,935949.0594978533,522391.68180681515,522391.68180681515,-878.1984086030687,-878.1984086030687,-878.1984086030687,-878.1984086030687,-878.1984086030687,-878.1984086030687,0.0,0.0,0.0,521513.48339821206
2014-10-15,522164.7730792735,77565.20043734094,945691.982930748,522164.7730792735,522164.7730792735,-17854.214931578634,-17854.214931578634,-17854.214931578634,-17854.214931578634,-17854.214931578634,-17854.214931578634,0.0,0.0,0.0,504310.5581476949
2014-10-16,521937.86435173196,51557.03299340133,930324.6188693371,521937.86435173196,521937.86435173196,-17840.903999508806,-17840.903999508806,-17840.903999508806,-17840.903999508806,-17840.903999508806,-17840.903999508806,0.0,0.0,0.0,504096.96035222313
2014-10-17,521710.9556241904,95340.55718476424,951105.3573569731,521710.9556241904,521710.9556241904,-5766.902210632689,-5766.902210632689,-5766.902210632689,-5766.902210632689,-5766.902210632689,-5766.902210632689,0.0,0.0,0.0,515944.0534135577
2014-10-20,521087.1792572154,83615.05302137621,955416.8969618679,521087.1792572154,521087.1792572154,-15568.900185284934,-15568.900185284934,-15568.900185284934,-15568.900185284934,-15568.900185284934,-15568.900185284934,0.0,0.0,0.0,505518.27907193045
2014-10-21,520879.2538015571,74122.75187355449,941213.3711325448,520879.2538015571,520879.2538015571,-878.1984090040248,-878.1984090040248,-878.1984090040248,-878.1984090040248,-878.1984090040248,-878.1984090040248,0.0,0.0,0.0,520001.0553925531
2014-10-22,520671.32834589883,52008.07115400317,972102.6638243953,520671.32834589883,520671.32834589883,-17854.214931793365,-17854.214931793365,-17854.214931793365,-17854.214931793365,-17854.214931793365,-17854.214931793365,0.0,0.0,0.0,502817.1134141055
2014-10-23,520463.4028902405,65494.82573808003,964402.5699578297,520463.4028902405,520463.4028902405,-17840.90399944942,-17840.90399944942,-17840.90399944942,-17840.90399944942,-17840.90399944942,-17840.90399944942,0.0,0.0,0.0,502622.4988907911
2014-10-24,520255.4774345822,82137.17505316538,956990.8269047019,520255.4774345822,520255.4774345822,-5766.902210266737,-5766.902210266737,-5766.902210266737,-5766.902210266737,-5766.902210266737,-5766.902210266737,0.0,0.0,0.0,514488.57522431546
2014-10-27,519631.7010676073,88886.98831097413,941896.5911504494,519631.7010676073,519631.7010676073,-15568.900185316972,-15568.900185316972,-15568.900185316972,-15568.900185316972,-15568.900185316972,-15568.900185316972,0.0,0.0,0.0,504062.80088229035
2014-10-28,519423.775611949,120184.95957530779,978579.265273814,519423.775611949,519423.775611949,-878.1984083736576,-878.1984083736576,-878.1984083736576,-878.1984083736576,-878.1984083736576,-878.1984083736576,0.0,0.0,0.0,518545.57720357535
2014-10-29,519236.4219062907,55502.32988811102,927218.2953320955,519236.4219062907,519236.4219062907,-17854.21493118931,-17854.21493118931,-17854.21493118931,-17854.21493118931,-17854.21493118931,-17854.21493118931,0.0,0.0,0.0,501382.2069751014
2014-10-30,519049.0682006324,52563.27372842115,939153.3543937696,519049.0682006324,519049.0682006324,-17840.903999820428,-17840.903999820428,-17840.903999820428,-17840.903999820428,-17840.903999820428,-17840.903999820428,0.0,0.0,0.0,501208.164200812
2014-11-03,518299.6533779992,65451.327926158956,956584.1167942117,518299.6533779992,518299.6533779992,-15568.900185526758,-15568.900185526758,-15568.900185526758,-15568.900185526758,-15568.900185526758,-15568.900185526758,0.0,0.0,0.0,502730.75319247245
2014-11-04,518112.2996723409,84726.48216856901,961961.2133165979,518112.2996723409,518112.2996723409,-878.1984087746137,-878.1984087746137,-878.1984087746137,-878.1984087746137,-878.1984087746137,-878.1984087746137,0.0,0.0,0.0,517234.1012635663
2014-11-05,517924.94596668263,90133.60448178113,896596.3538254284,517924.94596668263,517924.94596668263,-17854.21493180446,-17854.21493180446,-17854.21493180446,-17854.21493180446,-17854.21493180446,-17854.21493180446,0.0,0.0,0.0,500070.7310348782
2014-11-06,517737.59226102434,94155.45704450869,946723.4242445987,517737.59226102434,517737.59226102434,-17840.904000191447,-17840.904000191447,-17840.904000191447,-17840.904000191447,-17840.904000191447,-17840.904000191447,0.0,0.0,0.0,499896.6882608329
2014-11-07,517550.23855536606,70489.24026174817,923165.0973990269,517550.23855536606,517550.23855536606,-5766.90221020663,-5766.90221020663,-5766.90221020663,-5766.90221020663,-5766.90221020663,-5766.90221020663,0.0,0.0,0.0,511783.33634515945
2014-11-10,516988.1774383911,55510.29308735556,903390.5983534115,516988.1774383911,516988.1774383911,-15568.900185134527,-15568.900185134527,-15568.900185134527,-15568.900185134527,-15568.900185134527,-15568.900185134527,0.0,0.0,0.0,501419.2772532565
2014-11-11,516800.8237327328,73804.5979963448,962348.6331776768,516800.8237327328,516800.8237327328,-878.1984086018152,-878.1984086018152,-878.1984086018152,-878.1984086018152,-878.1984086018152,-878.1984086018152,0.0,0.0,0.0,515922.625324131
2014-11-12,516634.6547379498,71928.67354375377,907531.8664612616,516634.6547379498,516634.6547379498,-17854.214931409595,-17854.214931409595,-17854.214931409595,-17854.214931409595,-17854.214931409595,-17854.214931409595,0.0,0.0,0.0,498780.4398065402
2014-11-13,516468.4857431668,79225.10876879476,913514.5269931938,516468.4857431668,516468.4857431668,-17840.904000132068,-17840.904000132068,-17840.904000132068,-17840.904000132068,-17840.904000132068,-17840.904000132068,0.0,0.0,0.0,498627.58174303477
2014-11-14,516302.3167483838,101508.17053436801,948025.5458077006,516302.3167483838,516302.3167483838,-5766.902210469898,-5766.902210469898,-5766.902210469898,-5766.902210469898,-5766.902210469898,-5766.902210469898,0.0,0.0,0.0,510535.4145379139
2014-11-17,515803.80976403493,91882.53070415785,930201.9778646679,515803.80976403493,515803.80976403493,-15568.900184742299,-15568.900184742299,-15568.900184742299,-15568.900184742299,-15568.900184742299,-15568.900184742299,0.0,0.0,0.0,500234.90957929264
2014-11-18,515637.6407692519,82241.54917355432,951387.2622547353,515637.6407692519,515637.6407692519,-878.1984084290327,-878.1984084290327,-878.1984084290327,-878.1984084290327,-878.1984084290327,-878.1984084290327,0.0,0.0,0.0,514759.44236082287
2014-11-19,515471.471774469,36932.21048562118,896512.5354757856,515471.471774469,515471.471774469,-17854.214932024737,-17854.214932024737,-17854.214932024737,-17854.214932024737,-17854.214932024737,-17854.214932024737,0.0,0.0,0.0,497617.2568424443
2014-11-20,515305.302779686,79152.41961138975,929153.7290431585,515305.302779686,515305.302779686,-17840.903999978374,-17840.903999978374,-17840.903999978374,-17840.903999978374,-17840.903999978374,-17840.903999978374,0.0,0.0,0.0,497464.3987797076
2014-11-21,515181.79887973063,46064.90291633124,907647.8469688697,515181.79887973063,515181.79887973063,-5766.9022101039345,-5766.9022101039345,-5766.9022101039345,-5766.9022101039345,-5766.9022101039345,-5766.9022101039345,0.0,0.0,0.0,509414.8966696267
2014-11-22,515058.29497977527,215598.11160693687,1126003.9533459293,515058.29497977527,515058.29497977527,187048.40149355624,187048.40149355624,187048.40149355624,187048.40149355624,187048.40149355624,187048.40149355624,0.0,0.0,0.0,702106.6964733315
2014-11-23,514934.7910798199,15100.070787112363,793264.2995060802,514934.7910798199,514934.7910798199,-129139.28175816574,-129139.28175816574,-129139.28175816574,-129139.28175816574,-129139.28175816574,-129139.28175816574,0.0,0.0,0.0,385795.50932165416
2014-11-24,514811.2871798644,30380.56864016081,904031.43231027,514811.2871798644,514811.2871798644,-15568.900184952085,-15568.900184952085,-15568.900184952085,-15568.900184952085,-15568.900184952085,-15568.900184952085,0.0,0.0,0.0,499242.38699491235
2014-11-25,514687.78327990905,39893.28691861933,927892.0392895511,514687.78327990905,514687.78327990905,-878.1984083724094,-878.1984083724094,-878.1984083724094,-878.1984083724094,-878.1984083724094,-878.1984083724094,0.0,0.0,0.0,513809.58487153664
2014-11-26,514564.2793799537,75317.42935188423,938489.3772358,514564.2793799537,514564.2793799537,-17854.21493162987,-17854.21493162987,-17854.21493162987,-17854.21493162987,-17854.21493162987,-17854.21493162987,0.0,0.0,0.0,496710.0644483238
2014-12-01,513946.75988017675,83230.04455290704,960237.6048300015,513946.75988017675,513946.75988017675,-15568.900184984092,-15568.900184984092,-15568.900184984092,-15568.900184984092,-15568.900184984092,-15568.900184984092,0.0,0.0,0.0,498377.85969519266
2014-12-02,513823.2559802214,68538.5720988012,958271.086155008,513823.2559802214,513823.2559802214,-878.1984087733441,-878.1984087733441,-878.1984087733441,-878.1984087733441,-878.1984087733441,-878.1984087733441,0.0,0.0,0.0,512945.05757144804
2014-12-03,513699.7520802659,84949.75372913912,936825.5939308088,513699.7520802659,513699.7520802659,-17854.21493184461,-17854.21493184461,-17854.21493184461,-17854.21493184461,-17854.21493184461,-17854.21493184461,0.0,0.0,0.0,495845.5371484213
2014-12-04,513647.2387559074,75733.17697055594,915511.7595164533,513647.2387559074,513647.2387559074,-17840.904000195693,-17840.904000195693,-17840.904000195693,-17840.904000195693,-17840.904000195693,-17840.904000195693,0.0,0.0,0.0,495806.3347557117
2014-12-05,513594.72543154884,54191.2215933508,941898.3668242652,513594.72543154884,513594.72543154884,-5766.90221000125,-5766.90221000125,-5766.90221000125,-5766.90221000125,-5766.90221000125,-5766.90221000125,0.0,0.0,0.0,507827.8232215476
2014-12-07,513489.6987828317,-52722.29440871062,814954.5224327142,513489.6987828317,513489.6987828317,-129139.28175800023,-129139.28175800023,-129139.28175800023,-129139.28175800023,-129139.28175800023,-129139.28175800023,0.0,0.0,0.0,384350.4170248315
2014-12-08,513437.1854584731,71427.06961755936,938242.578842237,513437.1854584731,513437.1854584731,-15568.90018501613,-15568.90018501613,-15568.90018501613,-15568.90018501613,-15568.90018501613,-15568.90018501613,0.0,0.0,0.0,497868.28527345695
2014-12-09,513384.67213411455,44128.722887668846,924351.479058182,513384.67213411455,513384.67213411455,-878.1984081429929,-878.1984081429929,-878.1984081429929,-878.1984081429929,-878.1984081429929,-878.1984081429929,0.0,0.0,0.0,512506.47372597153
2014-12-10,513332.1588097559,55149.5605326739,915345.3870903585,513332.1588097559,513332.1588097559,-17854.214931240567,-17854.214931240567,-17854.214931240567,-17854.214931240567,-17854.214931240567,-17854.214931240567,0.0,0.0,0.0,495477.9438785154
2014-12-11,513279.64548539737,86362.12874970633,938199.109619559,513279.64548539737,513279.64548539737,-17840.9039996116,-17840.9039996116,-17840.9039996116,-17840.9039996116,-17840.9039996116,-17840.9039996116,0.0,0.0,0.0,495438.74148578575
2014-12-12,513227.13216103875,82714.59217752056,939157.8701907253,513227.13216103875,513227.13216103875,-5766.902209971207,-5766.902209971207,-5766.902209971207,-5766.902209971207,-5766.902209971207,-5766.902209971207,0.0,0.0,0.0,507460.22995106754
2014-12-15,513069.5921879631,85773.73969912807,934740.1617563067,513069.5921879631,513069.5921879631,-15568.900184623888,-15568.900184623888,-15568.900184623888,-15568.900184623888,-15568.900184623888,-15568.900184623888,0.0,0.0,0.0,497500.6920033392
2014-12-16,513100.0174047186,78060.07074022625,945862.8336071365,513100.0174047186,513100.0174047186,-878.1984086601082,-878.1984086601082,-878.1984086601082,-878.1984086601082,-878.1984086601082,-878.1984086601082,0.0,0.0,0.0,512221.8189960585
2014-12-17,513130.44262147415,46892.83857020133,934362.1238195826,513130.44262147415,513130.44262147415,-17854.214931455295,-17854.214931455295,-17854.214931455295,-17854.214931455295,-17854.214931455295,-17854.214931455295,0.0,0.0,0.0,495276.22769001883
2014-12-18,513160.8678382296,57439.121099274475,908402.1323351017,513160.8678382296,513160.8678382296,-17840.903999982624,-17840.903999982624,-17840.903999982624,-17840.903999982624,-17840.903999982624,-17840.903999982624,0.0,0.0,0.0,495319.96383824694
2014-12-19,513191.2930549851,66249.33941960799,980632.6875504216,513191.2930549851,513191.2930549851,-5766.902210570363,-5766.902210570363,-5766.902210570363,-5766.902210570363,-5766.902210570363,-5766.902210570363,0.0,0.0,0.0,507424.39084441477
2014-12-22,513282.56870525156,82241.73823395355,961638.0007618495,513282.56870525156,513282.56870525156,-15568.900185257931,-15568.900185257931,-15568.900185257931,-15568.900185257931,-15568.900185257931,-15568.900185257931,0.0,0.0,0.0,497713.6685199936
2014-12-23,513312.99392200704,73752.11080107214,957717.518200461,513312.99392200704,513312.99392200704,-878.198407913571,-878.198407913571,-878.198407913571,-878.198407913571,-878.198407913571,-878.198407913571,0.0,0.0,0.0,512434.7955140935
2014-12-26,513404.2695722735,87802.04599507336,946002.5128428201,513404.2695722735,513404.2695722735,-5766.902210497721,-5766.902210497721,-5766.902210497721,-5766.902210497721,-5766.902210497721,-5766.902210497721,0.0,0.0,0.0,507637.3673617758
2014-12-29,513495.54522254,81987.66978081944,938171.8700848359,513495.54522254,513495.54522254,-15568.900184865703,-15568.900184865703,-15568.900184865703,-15568.900184865703,-15568.900184865703,-15568.900184865703,0.0,0.0,0.0,497926.6450376743
2014-12-30,513525.9704392954,89543.17766990399,926565.0708353837,513525.9704392954,513525.9704392954,-878.1984083145165,-878.1984083145165,-878.1984083145165,-878.1984083145165,-878.1984083145165,-878.1984083145165,0.0,0.0,0.0,512647.7720309809
2014-12-31,513556.39565605094,60472.80067448953,923615.4457963861,513556.39565605094,513556.39565605094,-17854.214931884766,-17854.214931884766,-17854.214931884766,-17854.214931884766,-17854.214931884766,-17854.214931884766,0.0,0.0,0.0,495702.18072416616
2015-01-02,513617.2460895619,78286.64710616616,906412.4644009647,513617.2460895619,513617.2460895619,-5766.902210467668,-5766.902210467668,-5766.902210467668,-5766.902210467668,-5766.902210467668,-5766.902210467668,0.0,0.0,0.0,507850.34387909423
2015-01-05,513708.5217398283,70142.45841161071,923163.6666563404,513708.5217398283,513708.5217398283,-15568.900185499733,-15568.900185499733,-15568.900185499733,-15568.900185499733,-15568.900185499733,-15568.900185499733,0.0,0.0,0.0,498139.62155432854
2015-01-06,513795.95778284373,96148.83114013165,964487.6758131505,513795.95778284373,513795.95778284373,-878.1984088316264,-878.1984088316264,-878.1984088316264,-878.1984088316264,-878.1984088316264,-878.1984088316264,0.0,0.0,0.0,512917.7593740121
2015-01-07,513883.3938258592,54836.55504686188,943390.0057119876,513883.3938258592,513883.3938258592,-17854.21493128072,-17854.21493128072,-17854.21493128072,-17854.21493128072,-17854.21493128072,-17854.21493128072,0.0,0.0,0.0,496029.1788945785
2015-01-08,513970.8298688746,97856.63335318687,940036.3376091232,513970.8298688746,513970.8298688746,-17840.90400014056,-17840.90400014056,-17840.90400014056,-17840.90400014056,-17840.90400014056,-17840.90400014056,0.0,0.0,0.0,496129.9258687341
2015-01-12,514320.57404093636,73907.62642691871,933570.820932009,514320.57404093636,514320.57404093636,-15568.900185285285,-15568.900185285285,-15568.900185285285,-15568.900185285285,-15568.900185285285,-15568.900185285285,0.0,0.0,0.0,498751.67385565105
2015-01-13,514408.0100839518,73655.13923665968,921666.8170677453,514408.0100839518,514408.0100839518,-878.198408658844,-878.198408658844,-878.198408658844,-878.198408658844,-878.198408658844,-878.198408658844,0.0,0.0,0.0,513529.81167529296
2015-01-14,514495.4461269672,66542.13652994066,921301.4145182993,514495.4461269672,514495.4461269672,-17854.214932105046,-17854.214932105046,-17854.214932105046,-17854.214932105046,-17854.214932105046,-17854.214932105046,0.0,0.0,0.0,496641.23119486216
2015-01-15,514582.8821699826,49157.32402857876,937157.356065974,514582.8821699826,514582.8821699826,-17840.90399998687,-17840.90399998687,-17840.90399998687,-17840.90399998687,-17840.90399998687,-17840.90399998687,0.0,0.0,0.0,496741.9781699957
2015-01-16,514670.3182129981,66269.06867757889,950982.7430995932,514670.3182129981,514670.3182129981,-5766.902210407572,-5766.902210407572,-5766.902210407572,-5766.902210407572,-5766.902210407572,-5766.902210407572,0.0,0.0,0.0,508903.4160025905
2015-01-20,515020.06238505983,89027.32643738498,958315.0817521767,515020.06238505983,515020.06238505983,-878.1984090597894,-878.1984090597894,-878.1984090597894,-878.1984090597894,-878.1984090597894,-878.1984090597894,0.0,0.0,0.0,514141.86397600005
2015-01-21,515107.49842807534,89035.07858366807,935437.472790982,515107.49842807534,515107.49842807534,-17854.214931710187,-17854.214931710187,-17854.214931710187,-17854.214931710187,-17854.214931710187,-17854.214931710187,0.0,0.0,0.0,497253.2834963652
2015-01-22,515207.2990705603,58418.63822044655,896672.424708359,515207.2990705603,515207.2990705603,-17840.903999497084,-17840.903999497084,-17840.903999497084,-17840.903999497084,-17840.903999497084,-17840.903999497084,0.0,0.0,0.0,497366.39507106325
2015-01-23,515307.0997130452,68934.45572329905,922364.5989083978,515307.0997130452,515307.0997130452,-5766.90221033493,-5766.90221033493,-5766.90221033493,-5766.90221033493,-5766.90221033493,-5766.90221033493,0.0,0.0,0.0,509540.1975027102
2015-01-24,515406.90035553015,236890.9216870916,1139370.202360524,515406.90035553015,515406.90035553015,187048.40149342996,187048.40149342996,187048.40149342996,187048.40149342996,187048.40149342996,187048.40149342996,0.0,0.0,0.0,702455.3018489601
2015-01-26,515606.50164050004,37883.649771189775,964959.939794271,515606.50164050004,515606.50164050004,-15568.900185349317,-15568.900185349317,-15568.900185349317,-15568.900185349317,-15568.900185349317,-15568.900185349317,0.0,0.0,0.0,500037.6014551507
2015-01-27,515706.30228298495,95967.29650999545,961338.0172203792,515706.30228298495,515706.30228298495,-878.1984083132629,-878.1984083132629,-878.1984083132629,-878.1984083132629,-878.1984083132629,-878.1984083132629,0.0,0.0,0.0,514828.1038746717
2015-01-28,515806.1029254698,32006.554361361174,924601.2876955905,515806.1029254698,515806.1029254698,-17854.214931106144,-17854.214931106144,-17854.214931106144,-17854.214931106144,-17854.214931106144,-17854.214931106144,0.0,0.0,0.0,497951.8879943637
2015-01-30,516005.70421043976,92887.55715503499,931353.0077699618,516005.70421043976,516005.70421043976,-5766.902210304887,-5766.902210304887,-5766.902210304887,-5766.902210304887,-5766.902210304887,-5766.902210304887,0.0,0.0,0.0,510238.8020001349
2015-02-02,516305.1061378945,87610.24574680005,957872.8674995238,516305.1061378945,516305.1061378945,-15568.900185559105,-15568.900185559105,-15568.900185559105,-15568.900185559105,-15568.900185559105,-15568.900185559105,0.0,0.0,0.0,500736.2059523354
2015-02-04,516504.7074228644,77854.9421586694,924030.8230775617,516504.7074228644,516504.7074228644,-17854.21493132087,-17854.21493132087,-17854.21493132087,-17854.21493132087,-17854.21493132087,-17854.21493132087,0.0,0.0,0.0,498650.4924915435
2015-02-05,516604.50806534936,67524.35128034953,931500.6592021782,516604.50806534936,516604.50806534936,-17840.903999714414,-17840.903999714414,-17840.903999714414,-17840.903999714414,-17840.903999714414,-17840.903999714414,0.0,0.0,0.0,498763.60406563495
2015-02-06,516704.3087078342,86423.50126332528,952010.047816078,516704.3087078342,516704.3087078342,-5766.902210274834,-5766.902210274834,-5766.902210274834,-5766.902210274834,-5766.902210274834,-5766.902210274834,0.0,0.0,0.0,510937.4064975594
2015-02-09,517003.710635289,51857.701160274555,926485.5927961135,517003.710635289,517003.710635289,-15568.900185166885,-15568.900185166885,-15568.900185166885,-15568.900185166885,-15568.900185166885,-15568.900185166885,0.0,0.0,0.0,501434.81045012217
2015-02-10,517103.51127777394,72468.9701319644,935886.9649865155,517103.51127777394,517103.51127777394,-878.1984086575743,-878.1984086575743,-878.1984086575743,-878.1984086575743,-878.1984086575743,-878.1984086575743,0.0,0.0,0.0,516225.3128691164
2015-02-11,517203.31234057463,84891.38970736203,939187.5689782167,517203.31234057463,517203.31234057463,-17854.21493092601,-17854.21493092601,-17854.21493092601,-17854.21493092601,-17854.21493092601,-17854.21493092601,0.0,0.0,0.0,499349.09740964865
2015-02-12,517303.1134033753,81362.6191032959,926413.1664882465,517303.1134033753,517303.1134033753,-17840.904000085426,-17840.904000085426,-17840.904000085426,-17840.904000085426,-17840.904000085426,-17840.904000085426,0.0,0.0,0.0,499462.2094032899
2015-02-13,517402.9144661761,110809.22324649466,944716.2578852534,517402.9144661761,517402.9144661761,-5766.902210538091,-5766.902210538091,-5766.902210538091,-5766.902210538091,-5766.902210538091,-5766.902210538091,0.0,0.0,0.0,511636.012255638
2015-02-17,517802.118717379,97556.08266427288,981972.7144392668,517802.118717379,517802.118717379,-878.1984084847812,-878.1984084847812,-878.1984084847812,-878.1984084847812,-878.1984084847812,-878.1984084847812,0.0,0.0,0.0,516923.9203088942
2015-02-18,517901.9197801797,106051.03397012735,941913.2446740548,517901.9197801797,517901.9197801797,-17854.21493194155,-17854.21493194155,-17854.21493194155,-17854.21493194155,-17854.21493194155,-17854.21493194155,0.0,0.0,0.0,500047.70484823815
2015-02-19,518001.72084298043,45943.42191214787,908732.433184903,518001.72084298043,518001.72084298043,-17840.90399950133,-17840.90399950133,-17840.90399950133,-17840.90399950133,-17840.90399950133,-17840.90399950133,0.0,0.0,0.0,500160.8168434791
2015-02-21,518201.3229685819,261629.71354835952,1093715.2802451018,518201.3229685819,518201.3229685819,187048.40149333904,187048.40149333904,187048.40149333904,187048.40149333904,187048.40149333904,187048.40149333904,0.0,0.0,0.0,705249.724461921
2015-02-22,518301.1240313826,-32564.054337356996,820286.7884442409,518301.1240313826,518301.1240313826,-129139.2817580933,-129139.2817580933,-129139.2817580933,-129139.2817580933,-129139.2817580933,-129139.2817580933,0.0,0.0,0.0,389161.84227328934
2015-02-23,518400.92509418336,75386.07892353526,916956.4615815005,518400.92509418336,518400.92509418336,-15568.900184806673,-15568.900184806673,-15568.900184806673,-15568.900184806673,-15568.900184806673,-15568.900184806673,0.0,0.0,0.0,502832.0249093767
2015-02-24,518500.72615698416,110810.0865849665,920560.7163060076,518500.72615698416,518500.72615698416,-878.1984084281632,-878.1984084281632,-878.1984084281632,-878.1984084281632,-878.1984084281632,-878.1984084281632,0.0,0.0,0.0,517622.527748556
2015-02-25,518600.5271118067,61972.12727409812,925383.0199733498,518600.5271118067,518600.5271118067,-17854.214931546696,-17854.214931546696,-17854.214931546696,-17854.214931546696,-17854.214931546696,-17854.214931546696,0.0,0.0,0.0,500746.31218025996
2015-02-26,518700.32806662924,80357.23995776175,932073.6001881646,518700.32806662924,518700.32806662924,-17840.903999872353,-17840.903999872353,-17840.903999872353,-17840.903999872353,-17840.903999872353,-17840.903999872353,0.0,0.0,0.0,500859.4240667569
2015-02-27,518800.1290214518,97207.2059659299,920103.9276869774,518800.1290214518,518800.1290214518,-5766.902210142085,-5766.902210142085,-5766.902210142085,-5766.902210142085,-5766.902210142085,-5766.902210142085,0.0,0.0,0.0,513033.2268113097
2015-02-28,518899.9299762744,283850.7772894916,1124389.3184189466,518899.9299762744,518899.9299762744,187048.4014932902,187048.4014932902,187048.4014932902,187048.4014932902,187048.4014932902,187048.4014932902,0.0,0.0,0.0,705948.3314695646
2015-03-02,519099.53188591945,77726.1398038495,915168.9252357484,519099.53188591945,519099.53188591945,-15568.900185440705,-15568.900185440705,-15568.900185440705,-15568.900185440705,-15568.900185440705,-15568.900185440705,0.0,0.0,0.0,503530.6317004787
2015-03-03,519199.332840742,75560.50153950758,978617.4804564738,519199.332840742,519199.332840742,-878.1984088291193,-878.1984088291193,-878.1984088291193,-878.1984088291193,-878.1984088291193,-878.1984088291193,0.0,0.0,0.0,518321.1344319129
2015-03-04,519299.1337955645,101725.62390057181,937744.5013867337,519299.1337955645,519299.1337955645,-17854.214931761428,-17854.214931761428,-17854.214931761428,-17854.214931761428,-17854.214931761428,-17854.214931761428,0.0,0.0,0.0,501444.9188638031
2015-03-05,519398.93475038715,49132.65946212625,941358.0220306064,519398.93475038715,519398.93475038715,-17840.90400024336,-17840.90400024336,-17840.90400024336,-17840.90400024336,-17840.90400024336,-17840.90400024336,0.0,0.0,0.0,501558.0307501438
2015-03-06,519498.73570520966,87178.56392262713,961592.5565394768,519498.73570520966,519498.73570520966,-5766.902209776133,-5766.902209776133,-5766.902209776133,-5766.902209776133,-5766.902209776133,-5766.902209776133,0.0,0.0,0.0,513731.83349543356
2015-03-09,519798.1385696773,54913.39938711339,972121.6673589838,519798.1385696773,519798.1385696773,-15568.900185048486,-15568.900185048486,-15568.900185048486,-15568.900185048486,-15568.900185048486,-15568.900185048486,0.0,0.0,0.0,504229.23838462884
2015-03-10,519897.9395244998,93542.99287632886,933482.4891778382,519897.9395244998,519897.9395244998,-878.1984086563208,-878.1984086563208,-878.1984086563208,-878.1984086563208,-878.1984086563208,-878.1984086563208,0.0,0.0,0.0,519019.74111584347
2015-03-11,519997.74047932244,47313.372513668764,913022.3978140288,519997.74047932244,519997.74047932244,-17854.21493136657,-17854.21493136657,-17854.21493136657,-17854.21493136657,-17854.21493136657,-17854.21493136657,0.0,0.0,0.0,502143.5255479559
2015-03-12,520097.54143414495,63940.74399721134,940964.5837911674,520097.54143414495,520097.54143414495,-17840.90399965927,-17840.90399965927,-17840.90399965927,-17840.90399965927,-17840.90399965927,-17840.90399965927,0.0,0.0,0.0,502256.63743448566
2015-03-13,520197.34238896746,79136.64217230135,946343.1714914271,520197.34238896746,520197.34238896746,-5766.9022103753,-5766.9022103753,-5766.9022103753,-5766.9022103753,-5766.9022103753,-5766.9022103753,0.0,0.0,0.0,514430.44017859217
2015-03-14,520297.1433437901,290732.63280459703,1118765.9681776287,520297.1433437901,520297.1433437901,187048.4014935625,187048.4014935625,187048.4014935625,187048.4014935625,187048.4014935625,187048.4014935625,0.0,0.0,0.0,707345.5448373526
2015-03-16,520496.7452534351,79139.48482268937,943499.314730816,520496.7452534351,520496.7452534351,-15568.900184656246,-15568.900184656246,-15568.900184656246,-15568.900184656246,-15568.900184656246,-15568.900184656246,0.0,0.0,0.0,504927.84506877884
2015-03-17,520596.5462082577,92566.64935547941,970347.5917998874,520596.5462082577,520596.5462082577,-878.198408715862,-878.198408715862,-878.198408715862,-878.198408715862,-878.198408715862,-878.198408715862,0.0,0.0,0.0,519718.3477995419
2015-03-18,520696.34716308024,111350.53825732486,944479.3696919589,520696.34716308024,520696.34716308024,-17854.214931372113,-17854.214931372113,-17854.214931372113,-17854.214931372113,-17854.214931372113,-17854.214931372113,0.0,0.0,0.0,502842.13223170815
2015-03-19,520796.14811790275,73846.23131666928,935318.7631213521,520796.14811790275,520796.14811790275,-17840.90400003029,-17840.90400003029,-17840.90400003029,-17840.90400003029,-17840.90400003029,-17840.90400003029,0.0,0.0,0.0,502955.24411787244
